company_name,company_key,domain,company_careers_url,detected_ats,discovery_status,source_count,validated_source_count,polled_source_count,connectors,source_types,jobs_created_total,jobs_accepted_total,retained_live_total,last_successful_poll_at,from_csv_seed,sample_source_urls,regionPriority,priorityTier,research_notes,candidate_origin_files,dedupe_basis,normalizedCompanyKey,normalizedCareersUrl,decision
Enpal,enpal,enpal.de,https://www.enpal.de/careers,company-site,DISCOVERED,1,0,0,company-site,COMPANY_HTML,0,0,0,,true,https://www.enpal.de/careers,Europe,2,Official careers page,international_startup_careers_import_net_new_500plus.csv,excluded if normalized company_name/company_key/domain/company_careers_url/sample_source_urls matched uploaded compact list,enpal,https://enpal.de/careers,duplicate_existing_seed_csv
Exscientia,exscientia,exscientia.ai,https://www.exscientia.ai/careers,company-site,DISCOVERED,1,0,0,company-site,COMPANY_HTML,0,0,0,,true,https://www.exscientia.ai/careers,Europe,2,Official careers page,international_startup_careers_import_net_new_500plus.csv,excluded if normalized company_name/company_key/domain/company_careers_url/sample_source_urls matched uploaded compact list,exscientia,https://exscientia.ai/careers,duplicate_existing_seed_csv
Featurespace,featurespace,featurespace.com,https://www.featurespace.com/careers,company-site,DISCOVERED,1,0,0,company-site,COMPANY_HTML,0,0,0,,true,https://www.featurespace.com/careers,Europe,2,Official careers page,international_startup_careers_import_net_new_500plus.csv,excluded if normalized company_name/company_key/domain/company_careers_url/sample_source_urls matched uploaded compact list,featurespace,https://featurespace.com/careers,duplicate_existing_seed_csv
Forto,forto,forto.com,https://forto.com/careers,company-site,DISCOVERED,1,0,0,company-site,COMPANY_HTML,0,0,0,,true,https://forto.com/careers,Europe,2,Official careers page,international_startup_careers_import_net_new_500plus.csv,excluded if normalized company_name/company_key/domain/company_careers_url/sample_source_urls matched uploaded compact list,forto,https://forto.com/careers,duplicate_existing_seed_csv
Gelato,gelato,gelato.com,https://www.gelato.com/careers,company-site,DISCOVERED,1,0,0,company-site,COMPANY_HTML,0,0,0,,true,https://www.gelato.com/careers,Europe,2,Official careers page,international_startup_careers_import_net_new_500plus.csv,excluded if normalized company_name/company_key/domain/company_careers_url/sample_source_urls matched uploaded compact list,gelato,https://gelato.com/careers,duplicate_existing_seed_csv
GoHenry,gohenry,gohenry.com,https://www.gohenry.com/uk/careers,company-site,DISCOVERED,1,0,0,company-site,COMPANY_HTML,0,0,0,,true,https://www.gohenry.com/uk/careers,Europe,2,Official careers page,international_startup_careers_import_net_new_500plus.csv,excluded if normalized company_name/company_key/domain/company_careers_url/sample_source_urls matched uploaded compact list,gohenry,https://gohenry.com/uk/careers,duplicate_existing_seed_csv
HomeToGo,hometogo,hometogo.com,https://www.hometogo.com/careers/,company-site,DISCOVERED,1,0,0,company-site,COMPANY_HTML,0,0,0,,true,https://www.hometogo.com/careers/,Europe,2,Official careers page,international_startup_careers_import_net_new_500plus.csv,excluded if normalized company_name/company_key/domain/company_careers_url/sample_source_urls matched uploaded compact list,hometogo,https://hometogo.com/careers,duplicate_existing_seed_csv
Huma,huma,huma.com,https://www.huma.com/careers,company-site,DISCOVERED,1,0,0,company-site,COMPANY_HTML,0,0,0,,true,https://www.huma.com/careers,Europe,2,Official careers page,international_startup_careers_import_net_new_500plus.csv,excluded if normalized company_name/company_key/domain/company_careers_url/sample_source_urls matched uploaded compact list,huma,https://huma.com/careers,duplicate_existing_seed_csv
ICEYE,iceye,iceye.com,https://www.iceye.com/careers,company-site,DISCOVERED,1,0,0,company-site,COMPANY_HTML,0,0,0,,true,https://www.iceye.com/careers,Europe,2,Official careers page,international_startup_careers_import_net_new_500plus.csv,excluded if normalized company_name/company_key/domain/company_careers_url/sample_source_urls matched uploaded compact list,iceye,https://iceye.com/careers,duplicate_existing_seed_csv
IQM Quantum,iqmquantum,meetiqm.com,https://www.meetiqm.com/careers,company-site,DISCOVERED,1,0,0,company-site,COMPANY_HTML,0,0,0,,true,https://www.meetiqm.com/careers,Europe,2,Official careers page,international_startup_careers_import_net_new_500plus.csv,excluded if normalized company_name/company_key/domain/company_careers_url/sample_source_urls matched uploaded compact list,iqmquantum,https://meetiqm.com/careers,duplicate_existing_seed_csv
Kahoot,kahoot,kahoot.com,https://kahoot.com/careers,company-site,DISCOVERED,1,0,0,company-site,COMPANY_HTML,0,0,0,,true,https://kahoot.com/careers,Europe,2,Official careers page,international_startup_careers_import_net_new_500plus.csv,excluded if normalized company_name/company_key/domain/company_careers_url/sample_source_urls matched uploaded compact list,kahoot,https://kahoot.com/careers,duplicate_existing_seed_csv
Kry,kry,kry.care,https://www.kry.care/careers,company-site,DISCOVERED,1,0,0,company-site,COMPANY_HTML,0,0,0,,true,https://www.kry.care/careers,Europe,2,Official careers page,international_startup_careers_import_net_new_500plus.csv,excluded if normalized company_name/company_key/domain/company_careers_url/sample_source_urls matched uploaded compact list,kry,https://kry.care/careers,duplicate_existing_seed_csv
Lendable,lendable,lendable.co.uk,https://lendable.co.uk/careers,company-site,DISCOVERED,1,0,0,company-site,COMPANY_HTML,0,0,0,,true,https://lendable.co.uk/careers,Europe,2,Official careers page,international_startup_careers_import_net_new_500plus.csv,excluded if normalized company_name/company_key/domain/company_careers_url/sample_source_urls matched uploaded compact list,lendable,https://lendable.co.uk/careers,duplicate_existing_seed_csv
ManoMano,manomano,manomano.com,https://www.manomano.com/careers,company-site,DISCOVERED,1,0,0,company-site,COMPANY_HTML,0,0,0,,true,https://www.manomano.com/careers,Europe,2,Official careers page,international_startup_careers_import_net_new_500plus.csv,excluded if normalized company_name/company_key/domain/company_careers_url/sample_source_urls matched uploaded compact list,manomano,https://manomano.com/careers,duplicate_existing_seed_csv
ManyPets,manypets,manypets.com,https://manypets.com/uk/careers/,company-site,DISCOVERED,1,0,0,company-site,COMPANY_HTML,0,0,0,,true,https://manypets.com/uk/careers/,Europe,2,Official careers page,international_startup_careers_import_net_new_500plus.csv,excluded if normalized company_name/company_key/domain/company_careers_url/sample_source_urls matched uploaded compact list,manypets,https://manypets.com/uk/careers,duplicate_existing_seed_csv
Mews,mews,mews.com,https://www.mews.com/en/careers,company-site,DISCOVERED,1,0,0,company-site,COMPANY_HTML,0,0,0,,true,https://www.mews.com/en/careers,Europe,2,Official careers page,international_startup_careers_import_net_new_500plus.csv,excluded if normalized company_name/company_key/domain/company_careers_url/sample_source_urls matched uploaded compact list,mews,https://mews.com/en/careers,duplicate_existing_seed_csv
Motorway,motorway,motorway.co.uk,https://motorway.co.uk/careers,company-site,DISCOVERED,1,0,0,company-site,COMPANY_HTML,0,0,0,,true,https://motorway.co.uk/careers,Europe,2,Official careers page,international_startup_careers_import_net_new_500plus.csv,excluded if normalized company_name/company_key/domain/company_careers_url/sample_source_urls matched uploaded compact list,motorway,https://motorway.co.uk/careers,duplicate_existing_seed_csv
Oda,oda,oda.com,https://oda.com/careers,company-site,DISCOVERED,1,0,0,company-site,COMPANY_HTML,0,0,0,,true,https://oda.com/careers,Europe,2,Official careers page,international_startup_careers_import_net_new_500plus.csv,excluded if normalized company_name/company_key/domain/company_careers_url/sample_source_urls matched uploaded compact list,oda,https://oda.com/careers,duplicate_existing_seed_csv
Omio,omio,omio.com,https://www.omio.com/corporate/jobs/,company-site,DISCOVERED,1,0,0,company-site,COMPANY_HTML,0,0,0,,true,https://www.omio.com/corporate/jobs/,Europe,2,Official careers page,international_startup_careers_import_net_new_500plus.csv,excluded if normalized company_name/company_key/domain/company_careers_url/sample_source_urls matched uploaded compact list,omio,https://omio.com/corporate/jobs,duplicate_existing_seed_csv
Onfido,onfido,onfido.com,https://onfido.com/careers,company-site,DISCOVERED,1,0,0,company-site,COMPANY_HTML,0,0,0,,true,https://onfido.com/careers,Europe,2,Official careers page,international_startup_careers_import_net_new_500plus.csv,excluded if normalized company_name/company_key/domain/company_careers_url/sample_source_urls matched uploaded compact list,onfido,https://onfido.com/careers,duplicate_existing_seed_csv
OVO Energy,ovoenergy,careers.ovo.com,https://careers.ovo.com/,company-site,DISCOVERED,1,0,0,company-site,COMPANY_HTML,0,0,0,,true,https://careers.ovo.com/,Europe,2,Official careers page,international_startup_careers_import_net_new_500plus.csv,excluded if normalized company_name/company_key/domain/company_careers_url/sample_source_urls matched uploaded compact list,ovoenergy,https://careers.ovo.com,duplicate_existing_seed_csv
PayFit,payfit,payfit.com,https://payfit.com/careers/,company-site,DISCOVERED,1,0,0,company-site,COMPANY_HTML,0,0,0,,true,https://payfit.com/careers/,Europe,2,Official careers page,international_startup_careers_import_net_new_500plus.csv,excluded if normalized company_name/company_key/domain/company_careers_url/sample_source_urls matched uploaded compact list,payfit,https://payfit.com/careers,duplicate_existing_seed_csv
Pipedrive,pipedrive,pipedrive.com,https://www.pipedrive.com/en/jobs,company-site,DISCOVERED,1,0,0,company-site,COMPANY_HTML,0,0,0,,true,https://www.pipedrive.com/en/jobs,Europe,2,Official careers page,international_startup_careers_import_net_new_500plus.csv,excluded if normalized company_name/company_key/domain/company_careers_url/sample_source_urls matched uploaded compact list,pipedrive,https://pipedrive.com/en/jobs,duplicate_existing_seed_csv
Poolside,poolside,poolside.ai,https://poolside.ai/careers,company-site,DISCOVERED,1,0,0,company-site,COMPANY_HTML,0,0,0,,true,https://poolside.ai/careers,Europe,2,Official careers page,international_startup_careers_import_net_new_500plus.csv,excluded if normalized company_name/company_key/domain/company_careers_url/sample_source_urls matched uploaded compact list,poolside,https://poolside.ai/careers,duplicate_existing_seed_csv
Prima,prima,prima.it,https://www.prima.it/careers,company-site,DISCOVERED,1,0,0,company-site,COMPANY_HTML,0,0,0,,true,https://www.prima.it/careers,Europe,2,Official careers page,international_startup_careers_import_net_new_500plus.csv,excluded if normalized company_name/company_key/domain/company_careers_url/sample_source_urls matched uploaded compact list,prima,https://prima.it/careers,duplicate_existing_seed_csv
Sana Labs,sanalabs,sanalabs.com,https://sanalabs.com/careers,company-site,DISCOVERED,1,0,0,company-site,COMPANY_HTML,0,0,0,,true,https://sanalabs.com/careers,Europe,2,Official careers page,international_startup_careers_import_net_new_500plus.csv,excluded if normalized company_name/company_key/domain/company_careers_url/sample_source_urls matched uploaded compact list,sanalabs,https://sanalabs.com/careers,duplicate_existing_seed_csv
Scalable Capital,scalablecapital,scalable.capital,https://www.scalable.capital/careers,company-site,DISCOVERED,1,0,0,company-site,COMPANY_HTML,0,0,0,,true,https://www.scalable.capital/careers,Europe,2,Official careers page,international_startup_careers_import_net_new_500plus.csv,excluded if normalized company_name/company_key/domain/company_careers_url/sample_source_urls matched uploaded compact list,scalablecapital,https://scalable.capital/careers,duplicate_existing_seed_csv
Scalapay,scalapay,scalapay.com,https://www.scalapay.com/en/careers,company-site,DISCOVERED,1,0,0,company-site,COMPANY_HTML,0,0,0,,true,https://www.scalapay.com/en/careers,Europe,2,Official careers page,international_startup_careers_import_net_new_500plus.csv,excluded if normalized company_name/company_key/domain/company_careers_url/sample_source_urls matched uploaded compact list,scalapay,https://scalapay.com/en/careers,duplicate_existing_seed_csv
Sendcloud,sendcloud,sendcloud.com,https://www.sendcloud.com/careers/,company-site,DISCOVERED,1,0,0,company-site,COMPANY_HTML,0,0,0,,true,https://www.sendcloud.com/careers/,Europe,2,Official careers page,international_startup_careers_import_net_new_500plus.csv,excluded if normalized company_name/company_key/domain/company_careers_url/sample_source_urls matched uploaded compact list,sendcloud,https://sendcloud.com/careers,duplicate_existing_seed_csv
Sennder,sennder,sennder.com,https://www.sennder.com/careers/,company-site,DISCOVERED,1,0,0,company-site,COMPANY_HTML,0,0,0,,true,https://www.sennder.com/careers/,Europe,2,Official careers page,international_startup_careers_import_net_new_500plus.csv,excluded if normalized company_name/company_key/domain/company_careers_url/sample_source_urls matched uploaded compact list,sennder,https://sennder.com/careers,duplicate_existing_seed_csv
Showpad,showpad,showpad.com,https://www.showpad.com/careers,company-site,DISCOVERED,1,0,0,company-site,COMPANY_HTML,0,0,0,,true,https://www.showpad.com/careers,Europe,2,Official careers page,international_startup_careers_import_net_new_500plus.csv,excluded if normalized company_name/company_key/domain/company_careers_url/sample_source_urls matched uploaded compact list,showpad,https://showpad.com/careers,duplicate_existing_seed_csv
Skeleton Technologies,skeletontechnologies,skeletontech.com,https://www.skeletontech.com/careers,company-site,DISCOVERED,1,0,0,company-site,COMPANY_HTML,0,0,0,,true,https://www.skeletontech.com/careers,Europe,2,Official careers page,international_startup_careers_import_net_new_500plus.csv,excluded if normalized company_name/company_key/domain/company_careers_url/sample_source_urls matched uploaded compact list,skeletontechnologies,https://skeletontech.com/careers,duplicate_existing_seed_csv
Stegra,stegra,stegra.com,https://stegra.com/careers,company-site,DISCOVERED,1,0,0,company-site,COMPANY_HTML,0,0,0,,true,https://stegra.com/careers,Europe,2,Official careers page,international_startup_careers_import_net_new_500plus.csv,excluded if normalized company_name/company_key/domain/company_careers_url/sample_source_urls matched uploaded compact list,stegra,https://stegra.com/careers,duplicate_existing_seed_csv
Supermetrics,supermetrics,supermetrics.com,https://supermetrics.com/careers,company-site,DISCOVERED,1,0,0,company-site,COMPANY_HTML,0,0,0,,true,https://supermetrics.com/careers,Europe,2,Official careers page,international_startup_careers_import_net_new_500plus.csv,excluded if normalized company_name/company_key/domain/company_careers_url/sample_source_urls matched uploaded compact list,supermetrics,https://supermetrics.com/careers,duplicate_existing_seed_csv
Thought Machine,thoughtmachine,thoughtmachine.net,https://www.thoughtmachine.net/careers,company-site,DISCOVERED,1,0,0,company-site,COMPANY_HTML,0,0,0,,true,https://www.thoughtmachine.net/careers,Europe,2,Official careers page,international_startup_careers_import_net_new_500plus.csv,excluded if normalized company_name/company_key/domain/company_careers_url/sample_source_urls matched uploaded compact list,thoughtmachine,https://thoughtmachine.net/careers,duplicate_existing_seed_csv
Unbabel,unbabel,unbabel.com,https://unbabel.com/careers,company-site,DISCOVERED,1,0,0,company-site,COMPANY_HTML,0,0,0,,true,https://unbabel.com/careers,Europe,2,Official careers page,international_startup_careers_import_net_new_500plus.csv,excluded if normalized company_name/company_key/domain/company_careers_url/sample_source_urls matched uploaded compact list,unbabel,https://unbabel.com/careers,duplicate_existing_seed_csv
Varjo,varjo,varjo.com,https://varjo.com/careers,company-site,DISCOVERED,1,0,0,company-site,COMPANY_HTML,0,0,0,,true,https://varjo.com/careers,Europe,2,Official careers page,international_startup_careers_import_net_new_500plus.csv,excluded if normalized company_name/company_key/domain/company_careers_url/sample_source_urls matched uploaded compact list,varjo,https://varjo.com/careers,duplicate_existing_seed_csv
Voi,voi,voi.com,https://www.voi.com/careers,company-site,DISCOVERED,1,0,0,company-site,COMPANY_HTML,0,0,0,,true,https://www.voi.com/careers,Europe,2,Official careers page,international_startup_careers_import_net_new_500plus.csv,excluded if normalized company_name/company_key/domain/company_careers_url/sample_source_urls matched uploaded compact list,voi,https://voi.com/careers,duplicate_existing_seed_csv
Wagestream,wagestream,wagestream.com,https://www.wagestream.com/careers,company-site,DISCOVERED,1,0,0,company-site,COMPANY_HTML,0,0,0,,true,https://www.wagestream.com/careers,Europe,2,Official careers page,international_startup_careers_import_net_new_500plus.csv,excluded if normalized company_name/company_key/domain/company_careers_url/sample_source_urls matched uploaded compact list,wagestream,https://wagestream.com/careers,duplicate_existing_seed_csv
Wallbox,wallbox,wallbox.com,https://wallbox.com/en_us/careers,company-site,DISCOVERED,1,0,0,company-site,COMPANY_HTML,0,0,0,,true,https://wallbox.com/en_us/careers,Europe,2,Official careers page,international_startup_careers_import_net_new_500plus.csv,excluded if normalized company_name/company_key/domain/company_careers_url/sample_source_urls matched uploaded compact list,wallbox,https://wallbox.com/en_us/careers,duplicate_existing_seed_csv
Weaviate,weaviate,weaviate.io,https://weaviate.io/careers,company-site,DISCOVERED,1,0,0,company-site,COMPANY_HTML,0,0,0,,true,https://weaviate.io/careers,Europe,2,Official careers page,international_startup_careers_import_net_new_500plus.csv,excluded if normalized company_name/company_key/domain/company_careers_url/sample_source_urls matched uploaded compact list,weaviate,https://weaviate.io/careers,duplicate_existing_seed_csv
Wefox,wefox,wefox.com,https://www.wefox.com/en-de/careers,company-site,DISCOVERED,1,0,0,company-site,COMPANY_HTML,0,0,0,,true,https://www.wefox.com/en-de/careers,Europe,2,Official careers page,international_startup_careers_import_net_new_500plus.csv,excluded if normalized company_name/company_key/domain/company_careers_url/sample_source_urls matched uploaded compact list,wefox,https://wefox.com/en-de/careers,duplicate_existing_seed_csv
WeTransfer,wetransfer,wetransfer.com,https://wetransfer.com/careers,company-site,DISCOVERED,1,0,0,company-site,COMPANY_HTML,0,0,0,,true,https://wetransfer.com/careers,Europe,2,Official careers page,international_startup_careers_import_net_new_500plus.csv,excluded if normalized company_name/company_key/domain/company_careers_url/sample_source_urls matched uploaded compact list,wetransfer,https://wetransfer.com/careers,duplicate_existing_seed_csv
Zego,zego,zego.com,https://www.zego.com/careers,company-site,DISCOVERED,1,0,0,company-site,COMPANY_HTML,0,0,0,,true,https://www.zego.com/careers,Europe,2,Official careers page,international_startup_careers_import_net_new_500plus.csv,excluded if normalized company_name/company_key/domain/company_careers_url/sample_source_urls matched uploaded compact list,zego,https://zego.com/careers,duplicate_existing_seed_csv
01.AI,01ai,01.ai,https://www.01.ai/careers,company-site,DISCOVERED,1,0,0,company-site,COMPANY_HTML,0,0,0,,true,https://www.01.ai/careers,Asia-Pacific,2,Official careers page,international_startup_careers_import_net_new_500plus.csv,excluded if normalized company_name/company_key/domain/company_careers_url/sample_source_urls matched uploaded compact list,01ai,https://01.ai/careers,duplicate_existing_seed_csv
Advance Intelligence Group,advanceintelligencegroup,advance.ai,https://www.advance.ai/careers,company-site,DISCOVERED,1,0,0,company-site,COMPANY_HTML,0,0,0,,true,https://www.advance.ai/careers,Asia-Pacific,2,Official careers page,international_startup_careers_import_net_new_500plus.csv,excluded if normalized company_name/company_key/domain/company_careers_url/sample_source_urls matched uploaded compact list,advanceintelligencegroup,https://advance.ai/careers,duplicate_existing_seed_csv
Ajaib,ajaib,ajaib.co.id,https://ajaib.co.id/career,company-site,DISCOVERED,1,0,0,company-site,COMPANY_HTML,0,0,0,,true,https://ajaib.co.id/career,Asia-Pacific,2,Official careers page,international_startup_careers_import_net_new_500plus.csv,excluded if normalized company_name/company_key/domain/company_careers_url/sample_source_urls matched uploaded compact list,ajaib,https://ajaib.co.id/career,duplicate_existing_seed_csv
Blibli,blibli,careers.blibli.com,https://careers.blibli.com/,company-site,DISCOVERED,1,0,0,company-site,COMPANY_HTML,0,0,0,,true,https://careers.blibli.com/,Asia-Pacific,2,Official careers page,international_startup_careers_import_net_new_500plus.csv,excluded if normalized company_name/company_key/domain/company_careers_url/sample_source_urls matched uploaded compact list,blibli,https://careers.blibli.com,duplicate_existing_seed_csv
Bukalapak,bukalapak,careers.bukalapak.com,https://careers.bukalapak.com/,company-site,DISCOVERED,1,0,0,company-site,COMPANY_HTML,0,0,0,,true,https://careers.bukalapak.com/,Asia-Pacific,2,Official careers page,international_startup_careers_import_net_new_500plus.csv,excluded if normalized company_name/company_key/domain/company_careers_url/sample_source_urls matched uploaded compact list,bukalapak,https://careers.bukalapak.com,duplicate_existing_seed_csv
Carousell,carousell,careers.carousell.com,https://careers.carousell.com/,company-site,DISCOVERED,1,0,0,company-site,COMPANY_HTML,0,0,0,,true,https://careers.carousell.com/,Asia-Pacific,2,Official careers page,international_startup_careers_import_net_new_500plus.csv,excluded if normalized company_name/company_key/domain/company_careers_url/sample_source_urls matched uploaded compact list,carousell,https://careers.carousell.com,duplicate_existing_seed_csv
DANA,dana,dana.id,https://www.dana.id/career,company-site,DISCOVERED,1,0,0,company-site,COMPANY_HTML,0,0,0,,true,https://www.dana.id/career,Asia-Pacific,2,Official careers page,international_startup_careers_import_net_new_500plus.csv,excluded if normalized company_name/company_key/domain/company_careers_url/sample_source_urls matched uploaded compact list,dana,https://dana.id/career,duplicate_existing_seed_csv
Dovetail,dovetail,dovetail.com,https://dovetail.com/careers,company-site,DISCOVERED,1,0,0,company-site,COMPANY_HTML,0,0,0,,true,https://dovetail.com/careers,Asia-Pacific,2,Official careers page,international_startup_careers_import_net_new_500plus.csv,excluded if normalized company_name/company_key/domain/company_careers_url/sample_source_urls matched uploaded compact list,dovetail,https://dovetail.com/careers,duplicate_existing_seed_csv
Eucalyptus,eucalyptus,eucalyptus.vc,https://www.eucalyptus.vc/careers,company-site,DISCOVERED,1,0,0,company-site,COMPANY_HTML,0,0,0,,true,https://www.eucalyptus.vc/careers,Asia-Pacific,2,Official careers page,international_startup_careers_import_net_new_500plus.csv,excluded if normalized company_name/company_key/domain/company_careers_url/sample_source_urls matched uploaded compact list,eucalyptus,https://eucalyptus.vc/careers,duplicate_existing_seed_csv
FinAccel,finaccel,finaccel.co,https://www.finaccel.co/careers,company-site,DISCOVERED,1,0,0,company-site,COMPANY_HTML,0,0,0,,true,https://www.finaccel.co/careers,Asia-Pacific,2,Official careers page,international_startup_careers_import_net_new_500plus.csv,excluded if normalized company_name/company_key/domain/company_careers_url/sample_source_urls matched uploaded compact list,finaccel,https://finaccel.co/careers,duplicate_existing_seed_csv
freee,freee,corp.freee.co.jp,https://corp.freee.co.jp/en/careers/,company-site,DISCOVERED,1,0,0,company-site,COMPANY_HTML,0,0,0,,true,https://corp.freee.co.jp/en/careers/,Asia-Pacific,2,Official careers page,international_startup_careers_import_net_new_500plus.csv,excluded if normalized company_name/company_key/domain/company_careers_url/sample_source_urls matched uploaded compact list,freee,https://corp.freee.co.jp/en/careers,duplicate_existing_seed_csv
Go1,go1,go1.com,https://www.go1.com/careers,company-site,DISCOVERED,1,0,0,company-site,COMPANY_HTML,0,0,0,,true,https://www.go1.com/careers,Asia-Pacific,2,Official careers page,international_startup_careers_import_net_new_500plus.csv,excluded if normalized company_name/company_key/domain/company_careers_url/sample_source_urls matched uploaded compact list,go1,https://go1.com/careers,duplicate_existing_seed_csv
Horizon Robotics,horizonrobotics,en.horizon.cc,https://en.horizon.cc/careers,company-site,DISCOVERED,1,0,0,company-site,COMPANY_HTML,0,0,0,,true,https://en.horizon.cc/careers,Asia-Pacific,2,Official careers page,international_startup_careers_import_net_new_500plus.csv,excluded if normalized company_name/company_key/domain/company_careers_url/sample_source_urls matched uploaded compact list,horizonrobotics,https://en.horizon.cc/careers,duplicate_existing_seed_csv
J&T Express,jtexpress,jtexpress.com,https://www.jtexpress.com/careers,company-site,DISCOVERED,1,0,0,company-site,COMPANY_HTML,0,0,0,,true,https://www.jtexpress.com/careers,Asia-Pacific,2,Official careers page,international_startup_careers_import_net_new_500plus.csv,excluded if normalized company_name/company_key/domain/company_careers_url/sample_source_urls matched uploaded compact list,jtexpress,https://jtexpress.com/careers,duplicate_existing_seed_csv
Judo Bank,judobank,judo.bank,https://www.judo.bank/careers,company-site,DISCOVERED,1,0,0,company-site,COMPANY_HTML,0,0,0,,true,https://www.judo.bank/careers,Asia-Pacific,2,Official careers page,international_startup_careers_import_net_new_500plus.csv,excluded if normalized company_name/company_key/domain/company_careers_url/sample_source_urls matched uploaded compact list,judobank,https://judo.bank/careers,duplicate_existing_seed_csv
Kakao Mobility,kakaomobility,kakaomobility.com,https://www.kakaomobility.com/careers,company-site,DISCOVERED,1,0,0,company-site,COMPANY_HTML,0,0,0,,true,https://www.kakaomobility.com/careers,Asia-Pacific,2,Official careers page,international_startup_careers_import_net_new_500plus.csv,excluded if normalized company_name/company_key/domain/company_careers_url/sample_source_urls matched uploaded compact list,kakaomobility,https://kakaomobility.com/careers,duplicate_existing_seed_csv
Karrot,karrot,daangn.com,https://www.daangn.com/careers,company-site,DISCOVERED,1,0,0,company-site,COMPANY_HTML,0,0,0,,true,https://www.daangn.com/careers,Asia-Pacific,2,Official careers page,international_startup_careers_import_net_new_500plus.csv,excluded if normalized company_name/company_key/domain/company_careers_url/sample_source_urls matched uploaded compact list,karrot,https://daangn.com/careers,duplicate_existing_seed_csv
Kredivo,kredivo,kredivo.com,https://www.kredivo.com/careers,company-site,DISCOVERED,1,0,0,company-site,COMPANY_HTML,0,0,0,,true,https://www.kredivo.com/careers,Asia-Pacific,2,Official careers page,international_startup_careers_import_net_new_500plus.csv,excluded if normalized company_name/company_key/domain/company_careers_url/sample_source_urls matched uploaded compact list,kredivo,https://kredivo.com/careers,duplicate_existing_seed_csv
Lunit,lunit,lunit.io,https://www.lunit.io/en/careers,company-site,DISCOVERED,1,0,0,company-site,COMPANY_HTML,0,0,0,,true,https://www.lunit.io/en/careers,Asia-Pacific,2,Official careers page,international_startup_careers_import_net_new_500plus.csv,excluded if normalized company_name/company_key/domain/company_careers_url/sample_source_urls matched uploaded compact list,lunit,https://lunit.io/en/careers,duplicate_existing_seed_csv
Market Kurly,marketkurly,kurly.com,https://www.kurly.com/careers,company-site,DISCOVERED,1,0,0,company-site,COMPANY_HTML,0,0,0,,true,https://www.kurly.com/careers,Asia-Pacific,2,Official careers page,international_startup_careers_import_net_new_500plus.csv,excluded if normalized company_name/company_key/domain/company_careers_url/sample_source_urls matched uploaded compact list,marketkurly,https://kurly.com/careers,duplicate_existing_seed_csv
Momenta,momenta,momenta.ai,https://www.momenta.ai/careers,company-site,DISCOVERED,1,0,0,company-site,COMPANY_HTML,0,0,0,,true,https://www.momenta.ai/careers,Asia-Pacific,2,Official careers page,international_startup_careers_import_net_new_500plus.csv,excluded if normalized company_name/company_key/domain/company_careers_url/sample_source_urls matched uploaded compact list,momenta,https://momenta.ai/careers,duplicate_existing_seed_csv
Money Forward,moneyforward,corp.moneyforward.com,https://corp.moneyforward.com/en/careers/,company-site,DISCOVERED,1,0,0,company-site,COMPANY_HTML,0,0,0,,true,https://corp.moneyforward.com/en/careers/,Asia-Pacific,2,Official careers page,international_startup_careers_import_net_new_500plus.csv,excluded if normalized company_name/company_key/domain/company_careers_url/sample_source_urls matched uploaded compact list,moneyforward,https://corp.moneyforward.com/en/careers,duplicate_existing_seed_csv
Mynt,mynt,mynt.xyz,https://www.mynt.xyz/careers,company-site,DISCOVERED,1,0,0,company-site,COMPANY_HTML,0,0,0,,true,https://www.mynt.xyz/careers,Asia-Pacific,2,Official careers page,international_startup_careers_import_net_new_500plus.csv,excluded if normalized company_name/company_key/domain/company_careers_url/sample_source_urls matched uploaded compact list,mynt,https://mynt.xyz/careers,duplicate_existing_seed_csv
OVO,ovo,ovo.id,https://www.ovo.id/career,company-site,DISCOVERED,1,0,0,company-site,COMPANY_HTML,0,0,0,,true,https://www.ovo.id/career,Asia-Pacific,2,Official careers page,international_startup_careers_import_net_new_500plus.csv,excluded if normalized company_name/company_key/domain/company_careers_url/sample_source_urls matched uploaded compact list,ovo,https://ovo.id/career,duplicate_existing_seed_csv
Pony.ai,ponyai,pony.ai,https://pony.ai/jobs,company-site,DISCOVERED,1,0,0,company-site,COMPANY_HTML,0,0,0,,true,https://pony.ai/jobs,Asia-Pacific,2,Official careers page,international_startup_careers_import_net_new_500plus.csv,excluded if normalized company_name/company_key/domain/company_careers_url/sample_source_urls matched uploaded compact list,ponyai,https://pony.ai/jobs,duplicate_existing_seed_csv
Preferred Networks,preferrednetworks,preferred.jp,https://www.preferred.jp/en/careers/,company-site,DISCOVERED,1,0,0,company-site,COMPANY_HTML,0,0,0,,true,https://www.preferred.jp/en/careers/,Asia-Pacific,2,Official careers page,international_startup_careers_import_net_new_500plus.csv,excluded if normalized company_name/company_key/domain/company_careers_url/sample_source_urls matched uploaded compact list,preferrednetworks,https://preferred.jp/en/careers,duplicate_existing_seed_csv
PropertyGuru,propertyguru,propertyguru.com,https://www.propertyguru.com/careers,company-site,DISCOVERED,1,0,0,company-site,COMPANY_HTML,0,0,0,,true,https://www.propertyguru.com/careers,Asia-Pacific,2,Official careers page,international_startup_careers_import_net_new_500plus.csv,excluded if normalized company_name/company_key/domain/company_careers_url/sample_source_urls matched uploaded compact list,propertyguru,https://propertyguru.com/careers,duplicate_existing_seed_csv
