rank,companyName,careersUrl,regionPriority,priorityTier,whyImportant,notes,ats_vendor
1673,Covance,https://careers.labcorp.com/global/en,North America,3,Validated broad company careers expansion,industry=Health Care: Pharmacy and Other Services; sector=Health Care; rank=816; category=Health Care; validated=accept_verified_careers_page; status=200; reachable careers URL with careers/jobs content signal,company-site
1674,Cracker Barrel Old Country Store,https://careers.crackerbarrel.com,North America,3,Validated broad company careers expansion,"industry=Food Services; sector=Hotels, Resturants & Leisure; rank=818; category=Hotels, Resturants & Leisure; validated=accept_verified_careers_page; status=200; reachable careers URL with careers/jobs content signal",company-site
1675,Crane,https://www.craneco.com/careers,North America,3,Validated broad company careers expansion,industry=Industrial Machinery; sector=Industrials; rank=770; category=Industrials; validated=accept_verified_careers_page; status=200; reachable careers URL with careers/jobs content signal,company-site
1677,Credit Sesame,https://www.creditsesame.com/company/careers,North America,3,Validated broad company careers expansion,category=Finance & Investment; type=Private; city=Mountain View; state=CA; category=Finance & Investment; validated=accept_verified_careers_page; status=200; reachable careers URL with careers/jobs content signal,company-site
1678,Cricket Health,https://www.interwellhealth.com/who-we-are/careers,North America,3,Validated broad company careers expansion,city=San Francisco; state=CA; category=Technology; validated=accept_verified_careers_page; status=200; reachable careers URL with careers/jobs content signal,company-site
1679,Crowdcast,https://www.crowdcast.io/careers,North America,3,Validated broad company careers expansion,city=San Francisco; state=CA; category=Technology; validated=accept_verified_careers_page; status=200; reachable careers URL with careers/jobs content signal,company-site
1680,CrowdStreet,https://crowdstreet.com/about/careers,Portland,3,Validated broad company careers expansion,"location=Portland; employees=1-10; raised=$4,850,000; category=Startup/Private; validated=accept_verified_careers_page; status=200; reachable careers URL with careers/jobs content signal",company-site
1681,Crown Castle International,https://www.crowncastle.com/careers,North America,3,Validated broad company careers expansion,industry=Telecommunications; sector=Telecommunications; rank=658; category=Telecommunications; validated=accept_verified_careers_page; status=200; reachable careers URL with careers/jobs content signal,company-site
1682,Crown Holdings,https://www.crowncork.com/careers,North America,3,Validated broad company careers expansion,"industry=Packaging, Containers; sector=Materials; rank=318; category=Materials; validated=accept_verified_careers_page; status=200; reachable careers URL with careers/jobs content signal",company-site
1683,CUNA Mutual Group,https://www.trustage.com/about-us/careers-internships,North America,3,Validated broad company careers expansion,"industry=Insurance: Life, Health (stock); sector=Financials; rank=687; category=Financials; validated=accept_verified_careers_page; status=200; reachable careers URL with careers/jobs content signal",company-site
1684,Customer Lobby,https://www.evercommerce.com/about-us/careers,North America,3,Validated broad company careers expansion,city=Oakland; state=CA; category=Technology; validated=accept_verified_careers_page; status=200; reachable careers URL with careers/jobs content signal,company-site
1685,CyberCube,https://www.cybcube.com/careers,North America,3,Validated broad company careers expansion,city=San Francisco; state=CA; category=Technology; validated=accept_verified_careers_page; status=200; reachable careers URL with careers/jobs content signal,company-site
1686,Darden Restaurants,https://www.darden.com/careers,North America,3,Validated broad company careers expansion,"industry=Food Services; sector=Hotels, Resturants & Leisure; rank=325; category=Hotels, Resturants & Leisure; validated=accept_verified_careers_page; status=200; reachable careers URL with careers/jobs content signal",company-site
1688,DataGravity,https://www.anomalo.com/careers,Nashua,3,Validated broad company careers expansion,"location=Nashua; employees=-; raised=$92,000,000; category=Startup/Private; validated=accept_verified_careers_page; status=200; reachable careers URL with careers/jobs content signal",company-site
1689,DataMade,https://datamade.us/careers,North America,3,Validated broad company careers expansion,category=Governance; type=Private; city=Chicago; state=IL; category=Governance; validated=accept_verified_careers_page; status=200; reachable careers URL with careers/jobs content signal,company-site
1690,Datatron,https://datatron.com/careers,Mountain View,3,Validated broad company careers expansion,location=Mountain View; employees=11-50; raised=-; category=Startup/Private; validated=accept_verified_careers_page; status=200; reachable careers URL with careers/jobs content signal,company-site
1691,DaVita HealthCare Partners,https://careers.davita.com,North America,3,Validated broad company careers expansion,industry=Health Care: Medical Facilities; sector=Health Care; rank=231; category=Health Care; validated=accept_verified_careers_page; status=200; reachable careers URL with careers/jobs content signal,company-site
1694,Dealpath,http://www.dealpath.com/careers,North America,3,Validated broad company careers expansion,city=San Francisco; state=CA; category=Technology; validated=accept_verified_careers_page; status=200; reachable careers URL with careers/jobs content signal,company-site
1695,Deem,https://www.deem.com/about/careers,North America,3,Validated broad company careers expansion,city=San Francisco; state=CA; category=Technology; validated=accept_verified_careers_page; status=200; reachable careers URL with careers/jobs content signal,company-site
1697,Demandbase,https://www.demandbase.com/about-us/careers/job-openings,North America,3,Validated broad company careers expansion,city=San Francisco; state=CA; category=Technology; validated=accept_verified_careers_page; status=200; reachable careers URL with careers/jobs content signal,company-site
1698,DemystData,https://demyst.com/careers,North America,3,Validated broad company careers expansion,category=Finance & Investment; type=Private; city=New York; state=NY; category=Finance & Investment; validated=accept_verified_careers_page; status=200; reachable careers URL with careers/jobs content signal,company-site
1700,DesignMap,https://designmap.com/careers,North America,3,Validated broad company careers expansion,city=San Francisco; state=CA; category=Technology; validated=accept_verified_careers_page; status=200; reachable careers URL with careers/jobs content signal,company-site
1701,Dick's Sporting Goods,https://www.dickssportinggoods.jobs,North America,3,Validated broad company careers expansion,industry=Specialty Retailers: Other; sector=Retailing; rank=393; category=Retailing; validated=accept_verified_careers_page; status=200; reachable careers URL with careers/jobs content signal,company-site
1704,Directly,https://directly.com/careers,North America,3,Validated broad company careers expansion,city=San Francisco; state=CA; category=Technology; validated=accept_verified_careers_page; status=200; reachable careers URL with careers/jobs content signal,company-site
1706,DISH Network,https://www.echostar.com/careers,North America,3,Validated broad company careers expansion,industry=Telecommunications; sector=Telecommunications; rank=208; category=Telecommunications; validated=accept_verified_careers_page; status=200; reachable careers URL with careers/jobs content signal,company-site
1707,Disqus,https://disqus.com/by/Careers,North America,3,Validated broad company careers expansion,city=San Francisco; state=CA; category=Technology; validated=accept_verified_careers_page; status=200; reachable careers URL with careers/jobs content signal,company-site
1708,Distru,https://www.distru.com/careers,North America,3,Validated broad company careers expansion,city=Oakland; state=CA; category=Technology; validated=accept_verified_careers_page; status=200; reachable careers URL with careers/jobs content signal,company-site
1709,Dollar General,https://careers.dollargeneral.com,North America,3,Validated broad company careers expansion,industry=General Merchandisers; sector=Retailing; rank=159; category=Retailing; validated=accept_verified_careers_page; status=200; reachable careers URL with careers/jobs content signal,company-site
1710,Dollar Tree,https://careers.dollartree.com/us/en,North America,3,Validated broad company careers expansion,industry=Specialty Retailers: Other; sector=Retailing; rank=330; category=Retailing; validated=accept_verified_careers_page; status=200; reachable careers URL with careers/jobs content signal,company-site
1711,Domtar,https://jobs.domtar.com,North America,3,Validated broad company careers expansion,industry=Forest and Paper Products; sector=Materials; rank=470; category=Materials; validated=accept_verified_careers_page; status=200; reachable careers URL with careers/jobs content signal,company-site
1712,Dow Jones & Co.,https://www.dowjones.com/company/careers,North America,3,Validated broad company careers expansion,category=Finance & Investment; type=Public; city=New York; state=NY; category=Finance & Investment; validated=accept_verified_careers_page; status=200; reachable careers URL with careers/jobs content signal,company-site
1713,doxIQ,https://www.gonitro.com/about/careers,San Francisco,3,Validated broad company careers expansion,location=San Francisco; employees=1-10; raised=-; category=Startup/Private; validated=accept_verified_careers_page; status=200; reachable careers URL with careers/jobs content signal,company-site
1714,Drummond Road Capital,https://about.me/careers,Cleveland,3,Validated broad company careers expansion,location=Cleveland; employees=-; raised=-; category=Startup/Private; validated=accept_verified_careers_page; status=200; reachable careers URL with careers/jobs content signal,company-site
1717,DTE Energy,https://dteenergy.com/careers,North America,3,Validated broad company careers expansion,industry=Utilities: Gas and Electric; sector=Energy; rank=246; category=Energy; validated=accept_verified_careers_page; status=200; reachable careers URL with careers/jobs content signal,company-site
1718,Dun & Bradstreet,https://www.dnb.com/en-us/about/careers.html,North America,3,Validated broad company careers expansion,category=Business & Legal Services; type=Public; city=Short Hills; state=NJ; category=Business & Legal Services; validated=accept_verified_careers_page; status=200; reachable careers URL with careers/jobs content signal,company-site
1719,Dynata,https://www.dynata.com/why-dynata/life-at-dynata/careers,North America,3,Validated broad company careers expansion,city=San Francisco; state=CA; category=Technology; validated=accept_verified_careers_page; status=200; reachable careers URL with careers/jobs content signal,company-site
1720,Dynegy,https://vistracorp.com/careers,North America,3,Validated broad company careers expansion,industry=Energy; sector=Energy; rank=865; category=Energy; validated=accept_verified_careers_page; status=200; reachable careers URL with careers/jobs content signal,company-site
1721,Earth Networks,https://aem.eco/careers,North America,3,Validated broad company careers expansion,category=Environment & Weather; type=Private; city=Germantown; state=MD; category=Environment & Weather; validated=accept_verified_careers_page; status=200; reachable careers URL with careers/jobs content signal,company-site
1722,Eat Club,https://www.eatclub.com/careers,North America,3,Validated broad company careers expansion,city=San Francisco; state=CA; category=Technology; validated=accept_verified_careers_page; status=200; reachable careers URL with careers/jobs content signal,company-site
1723,Eaze,https://www.eaze.com/careers,North America,3,Validated broad company careers expansion,city=San Francisco; state=CA; category=Technology; validated=accept_verified_careers_page; status=200; reachable careers URL with careers/jobs content signal,company-site
1724,Edgewell Personal Care,https://edgewell.com/pages/careers,North America,3,Validated broad company careers expansion,industry=Household and Personal Products; sector=Household Products; rank=579; category=Household Products; validated=accept_verified_careers_page; status=200; reachable careers URL with careers/jobs content signal,company-site
1726,EDITED,https://edited.com/careers,London,3,Validated broad company careers expansion,"location=London; employees=51-200; raised=$6,000,000; category=Startup/Private; validated=accept_verified_careers_page; status=200; reachable careers URL with careers/jobs content signal",company-site
1727,Edwards Lifesciences,https://edwards.com/careers,North America,3,Validated broad company careers expansion,industry=Medical Products and Equipment; sector=Health Care; rank=918; category=Health Care; validated=accept_verified_careers_page; status=200; reachable careers URL with careers/jobs content signal,company-site
1728,Eero,https://www.amazon.jobs/en/search?base_query=eero,North America,3,Validated broad company careers expansion,city=San Francisco; state=CA; category=Technology; validated=accept_verified_careers_page; status=200; reachable careers URL with careers/jobs content signal,company-site
1729,Elegant Themes,https://www.elegantthemes.com/careers,North America,3,Validated broad company careers expansion,city=San Francisco; state=CA; category=Technology; validated=accept_verified_careers_page; status=200; reachable careers URL with careers/jobs content signal,company-site
1730,EMCOR Group,https://emcorgroup.com/careers,North America,3,Validated broad company careers expansion,"industry=Engineering, Construction; sector=Engineering & Construction; rank=421; category=Engineering & Construction; validated=accept_verified_careers_page; status=200; reachable careers URL with careers/jobs content signal",company-site
1731,Energy Transfer Equity,https://www.energytransfer.com/careers,North America,3,Validated broad company careers expansion,industry=Pipelines; sector=Energy; rank=53; category=Energy; validated=accept_verified_careers_page; status=200; reachable careers URL with careers/jobs content signal,company-site
1732,Enervee Corporation,https://www.enervee.com/careers,North America,3,Validated broad company careers expansion,category=Energy; type=Private; city=Santa Monica; state=CA; category=Energy; validated=accept_verified_careers_page; status=200; reachable careers URL with careers/jobs content signal,company-site
1735,Entergy,https://jobs.entergy.com,North America,3,Validated broad company careers expansion,industry=Utilities: Gas and Electric; sector=Energy; rank=241; category=Energy; validated=accept_verified_careers_page; status=200; reachable careers URL with careers/jobs content signal,company-site
1736,Enterprise Products Partners,https://enterpriseproducts.com/careers,North America,3,Validated broad company careers expansion,industry=Pipelines; sector=Energy; rank=59; category=Energy; validated=accept_verified_careers_page; status=200; reachable careers URL with careers/jobs content signal,company-site
1737,Environmental Data Resources,https://www.lightboxre.com/about/careers,North America,3,Validated broad company careers expansion,category=Environment & Weather; type=Private; city=Milford; state=CT; category=Environment & Weather; validated=accept_verified_careers_page; status=200; reachable careers URL with careers/jobs content signal,company-site
1738,Envision Healthcare Holdings,https://www.envisionhealth.com/careers,North America,3,Validated broad company careers expansion,industry=Health Care: Pharmacy and Other Services; sector=Health Care; rank=587; category=Health Care; validated=accept_verified_careers_page; status=200; reachable careers URL with careers/jobs content signal,company-site
1739,Epsilon,https://www.epsilon.com/us/careers,North America,3,Validated broad company careers expansion,category=Data/Technology; type=Public; city=Plano; state=TX; category=Data/Technology; validated=accept_verified_careers_page; status=200; reachable careers URL with careers/jobs content signal,company-site
1740,Erie Insurance Group,https://www.erieinsurance.com/careers,North America,3,Validated broad company careers expansion,industry=Insurance: Property and Casualty (Stock); sector=Financials; rank=436; category=Financials; validated=accept_verified_careers_page; status=200; reachable careers URL with careers/jobs content signal,company-site
1741,Essendant,https://www.essendant.com/careers,North America,3,Validated broad company careers expansion,industry=Wholesalers: Electronics and Office Equipment; sector=Wholesalers; rank=489; category=Wholesalers; validated=accept_verified_careers_page; status=200; reachable careers URL with careers/jobs content signal,company-site
1743,Everlane,https://www.everlane.com/pages/careers,North America,3,Validated broad company careers expansion,city=San Francisco; state=CA; category=Technology; validated=accept_verified_careers_page; status=200; reachable careers URL with careers/jobs content signal,company-site
1744,Evidera,https://jobs.thermofisher.com/global/en/clinical-research,North America,3,Validated broad company careers expansion,category=Healthcare; type=Private; city=Bethesda; state=MD; category=Healthcare; validated=accept_verified_careers_page; status=200; reachable careers URL with careers/jobs content signal,company-site
1745,Expa,https://www.expa.com/careers,San Francisco,3,Validated broad company careers expansion,"location=San Francisco; employees=11-50; raised=$150,000,000; category=Startup/Private; validated=accept_verified_careers_page; status=200; reachable careers URL with careers/jobs content signal",company-site
1746,Expeditors International of Washington,https://www.expeditors.com/careers,North America,3,Validated broad company careers expansion,industry=Transportation and Logistics; sector=Transportation; rank=413; category=Transportation; validated=accept_verified_careers_page; status=200; reachable careers URL with careers/jobs content signal,company-site
1747,Express Scripts Holding,https://jobs.thecignagroup.com/us/en,North America,3,Validated broad company careers expansion,industry=Health Care: Pharmacy and Other Services; sector=Health Care; rank=22; category=Health Care; validated=accept_verified_careers_page; status=200; reachable careers URL with careers/jobs content signal,company-site
1748,Extole,https://www.extole.com/careers,North America,3,Validated broad company careers expansion,city=San Francisco; state=CA; category=Technology; validated=accept_verified_careers_page; status=200; reachable careers URL with careers/jobs content signal,company-site
1749,Fabric Genomics,https://fabricgenomics.com/about-fabric-1/careers,North America,3,Validated broad company careers expansion,city=Oakland; state=CA; category=Technology; validated=accept_verified_careers_page; status=200; reachable careers URL with careers/jobs content signal,company-site
1750,Factset,https://www.factset.com/careers,North America,3,Validated broad company careers expansion,category=Finance & Investment; type=Public; city=Norwalk; state=CT; category=Finance & Investment; validated=accept_verified_careers_page; status=200; reachable careers URL with careers/jobs content signal,company-site
1751,Factual,https://foursquare.com/company/careers,North America,3,Validated broad company careers expansion,category=Data/Technology; type=Private; city=Los Angeles; state=CA; category=Data/Technology; validated=accept_verified_careers_page; status=200; reachable careers URL with careers/jobs content signal,company-site
1752,Family Dollar Stores,https://careers.familydollar.com/us/en,North America,3,Validated broad company careers expansion,industry=General Merchandisers; sector=Retailing; rank=281; category=Retailing; validated=accept_verified_careers_page; status=200; reachable careers URL with careers/jobs content signal,company-site
1753,Fannie Mae,https://www.fanniemae.com/careers,North America,3,Validated broad company careers expansion,industry=Diversified Financials; sector=Financials; rank=17; category=Financials; validated=accept_verified_careers_page; status=200; reachable careers URL with careers/jobs content signal,company-site
1755,FIGS,https://www.wearfigs.com/pages/careers,Los Angeles,3,Validated broad company careers expansion,"location=Los Angeles; employees=1-10; raised=$10,000,000; category=Startup/Private; validated=accept_verified_careers_page; status=200; reachable careers URL with careers/jobs content signal",company-site
1756,FinancialForce,https://www.certinia.com:443/about-us/careers,North America,3,Validated broad company careers expansion,city=San Francisco; state=CA; category=Technology; validated=accept_verified_careers_page; status=200; reachable careers URL with careers/jobs content signal,company-site
1757,First American Financial,https://careers.firstam.com/?r=fapn,North America,3,Validated broad company careers expansion,industry=Insurance: Property and Casualty (Stock); sector=Financials; rank=554; category=Financials; validated=accept_verified_careers_page; status=200; reachable careers URL with careers/jobs content signal,company-site
1758,First Data,https://careers.fiserv.com/us/en,North America,3,Validated broad company careers expansion,industry=Financial Data Services; sector=Business Services; rank=265; category=Business Services; validated=accept_verified_careers_page; status=200; reachable careers URL with careers/jobs content signal,company-site
1759,First Solar,https://www.firstsolar.com/careers,North America,3,Validated broad company careers expansion,industry=Energy; sector=Energy; rank=692; category=Energy; validated=accept_verified_careers_page; status=200; reachable careers URL with careers/jobs content signal,company-site
1760,FirstEnergy,https://www.firstenergycorp.com/careers.html,North America,3,Validated broad company careers expansion,industry=Utilities: Gas and Electric; sector=Energy; rank=206; category=Energy; validated=accept_verified_careers_page; status=200; reachable careers URL with careers/jobs content signal,company-site
1761,"FirstPoint, Inc.",https://firstpointresources.com/careers,North America,3,Validated broad company careers expansion,category=Business & Legal Services; type=Private; city=Greensboro; state=NC; category=Business & Legal Services; validated=accept_verified_careers_page; status=200; reachable careers URL with careers/jobs content signal,company-site
1762,FitBit,https://www.google.com:443/about/careers/applications/jobs/results?company=Fitbit,North America,3,Validated broad company careers expansion,city=San Francisco; state=CA; category=Technology; validated=accept_verified_careers_page; status=200; reachable careers URL with careers/jobs content signal,company-site
1763,Fitch,https://www.fitchratings.com/careers,North America,3,Validated broad company careers expansion,category=Finance & Investment; city=New York; state=NY; category=Finance & Investment; validated=accept_verified_careers_page; status=200; reachable careers URL with careers/jobs content signal,company-site
1765,Flipboard,https://about.flipboard.com/careers,North America,3,Validated broad company careers expansion,city=Palo Alto; state=CA; category=Technology; validated=accept_verified_careers_page; status=200; reachable careers URL with careers/jobs content signal,company-site
1766,Fluor,https://www.fluor.com/careers,North America,3,Validated broad company careers expansion,"industry=Engineering, Construction; sector=Engineering & Construction; rank=136; category=Engineering & Construction; validated=accept_verified_careers_page; status=200; reachable careers URL with careers/jobs content signal",company-site
1767,FMC,https://fmcjobsredirect.fmc.com,North America,3,Validated broad company careers expansion,industry=Chemicals; sector=Chemicals; rank=613; category=Chemicals; validated=accept_verified_careers_page; status=200; reachable careers URL with careers/jobs content signal,company-site
1769,Forcepoint,https://www.forcepoint.com/company/work-with-us,North America,3,Validated broad company careers expansion,city=Los Gatos; state=CA; category=Technology; validated=accept_verified_careers_page; status=200; reachable careers URL with careers/jobs content signal,company-site
1770,Forrester Research,https://www.forrester.com/careers,North America,3,Validated broad company careers expansion,category=Research & Consulting; type=Public; city=Cambridge; state=MA; category=Research & Consulting; validated=accept_verified_careers_page; status=200; reachable careers URL with careers/jobs content signal,company-site
1772,Fossil Group,https://www.fossilgroup.com/americas-careers/retail-americas,North America,3,Validated broad company careers expansion,industry=Apparel; sector=Apparel; rank=679; category=Apparel; validated=accept_verified_careers_page; status=200; reachable careers URL with careers/jobs content signal,company-site
1773,Foursquare,https://foursquare.com/company/careers,North America,3,Validated broad company careers expansion,category=Lifestyle & Consumer; type=Private; city=New York; state=NY; category=Lifestyle & Consumer; validated=accept_verified_careers_page; status=200; reachable careers URL with careers/jobs content signal,company-site
1774,Freddie Mac,https://careers.freddiemac.com/us/en,North America,3,Validated broad company careers expansion,industry=Diversified Financials; sector=Financials; rank=42; category=Financials; validated=accept_verified_careers_page; status=200; reachable careers URL with careers/jobs content signal,company-site
1775,Freeport-McMoRan,https://fcx.com/careers,North America,3,Validated broad company careers expansion,"industry=Mining, Crude-Oil Production; sector=Energy; rank=137; category=Energy; validated=accept_verified_careers_page; status=200; reachable careers URL with careers/jobs content signal",company-site
1776,Front App,https://front.com/jobs,North America,3,Validated broad company careers expansion,city=San Francisco; state=CA; category=Technology; validated=accept_verified_careers_page; status=200; reachable careers URL with careers/jobs content signal,company-site
1778,FullContact,https://www.fullcontact.com/careers,Denver,3,Validated broad company careers expansion,"location=Denver; employees=201-500; raised=$50,868,000; category=Startup/Private; validated=accept_verified_careers_page; status=200; reachable careers URL with careers/jobs content signal",company-site
1779,Gallup,https://www.gallup.com/careers/229739/change.aspx,North America,3,Validated broad company careers expansion,category=Research & Consulting; type=Private; city=Washington; state=DC; category=Research & Consulting; validated=accept_verified_careers_page; status=200; reachable careers URL with careers/jobs content signal,company-site
1780,Galorath Incorporated,https://galorath.com/careers,North America,3,Validated broad company careers expansion,category=Business & Legal Services; type=Private; city=El Segundo; state=CA; category=Business & Legal Services; validated=accept_verified_careers_page; status=200; reachable careers URL with careers/jobs content signal,company-site
1781,Galvanize,https://www.galvanize.com/careers,North America,3,Validated broad company careers expansion,city=San Francisco; state=CA; category=Technology; validated=accept_verified_careers_page; status=200; reachable careers URL with careers/jobs content signal,company-site
1783,General Cable,https://www.prysmian.com/en/people-and-careers,North America,3,Validated broad company careers expansion,"industry=Electronics, Electrical Equip.; sector=Industrials; rank=443; category=Industrials; validated=accept_verified_careers_page; status=200; reachable careers URL with careers/jobs content signal",company-site
1784,Genesis Energy,https://www.genesisenergy.com/careers,North America,3,Validated broad company careers expansion,industry=Pipelines; sector=Energy; rank=633; category=Energy; validated=accept_verified_careers_page; status=200; reachable careers URL with careers/jobs content signal,company-site
1785,Genomic Health,https://careers.exactsciences.com,North America,3,Validated broad company careers expansion,city=Redwood City; state=CA; category=Technology; validated=accept_verified_careers_page; status=200; reachable careers URL with careers/jobs content signal,company-site
1786,GenoSpace,https://www.genospace.com/careers,North America,3,Validated broad company careers expansion,category=Healthcare; type=Private; city=Cambridge; state=MA; category=Healthcare; validated=accept_verified_careers_page; status=200; reachable careers URL with careers/jobs content signal,company-site
1787,Genworth Financial,https://www.genworth.com/about-us/building-careers,North America,3,Validated broad company careers expansion,"industry=Insurance: Life, Health (stock); sector=Financials; rank=304; category=Financials; validated=accept_verified_careers_page; status=200; reachable careers URL with careers/jobs content signal",company-site
1788,GetThru,https://www.getthru.io/careers,North America,3,Validated broad company careers expansion,city=Oakland; state=CA; category=Technology; validated=accept_verified_careers_page; status=200; reachable careers URL with careers/jobs content signal,company-site
1790,Gladly,https://www.gladly.ai/careers,North America,3,Validated broad company careers expansion,city=San Francisco; state=CA; category=Technology; validated=accept_verified_careers_page; status=200; reachable careers URL with careers/jobs content signal,company-site
1791,Golden Helix,https://www.goldenhelix.com/careers,North America,3,Validated broad company careers expansion,category=Scientific Research; type=Private; city=Bozeman; state=MT; category=Scientific Research; validated=accept_verified_careers_page; status=200; reachable careers URL with careers/jobs content signal,company-site
1792,Goodby Silverstein & Partners,https://goodbysilverstein.com/careers,North America,3,Validated broad company careers expansion,city=San Francisco; state=CA; category=Technology; validated=accept_verified_careers_page; status=200; reachable careers URL with careers/jobs content signal,company-site
1793,GoodTime,https://goodtime.io/careers,North America,3,Validated broad company careers expansion,city=San Francisco; state=CA; category=Technology; validated=accept_verified_careers_page; status=200; reachable careers URL with careers/jobs content signal,company-site
1795,Govini,https://www.govini.com/careers,North America,3,Validated broad company careers expansion,category=Governance; type=Private; city=San Francisco; state=CA; category=Governance; validated=accept_verified_careers_page; status=200; reachable careers URL with careers/jobs content signal,company-site
1796,Gracenote,https://gracenote.com/careers,North America,3,Validated broad company careers expansion,city=Emeryville; state=CA; category=Technology; validated=accept_verified_careers_page; status=200; reachable careers URL with careers/jobs content signal,company-site
1797,Graphic Packaging Holding,https://www.graphicpkg.com/careers,North America,3,Validated broad company careers expansion,"industry=Packaging, Containers; sector=Materials; rank=599; category=Materials; validated=accept_verified_careers_page; status=200; reachable careers URL with careers/jobs content signal",company-site
1798,Gravity Group (previously Dil Mil),https://dilmil.co/careers,San Francisco,3,Validated broad company careers expansion,"location=San Francisco; employees=1-10; raised=$3,700,000; category=Startup/Private; validated=accept_verified_careers_page; status=200; reachable careers URL with careers/jobs content signal",company-site
1799,Graybar Electric,https://www.graybar.com/careers,North America,3,Validated broad company careers expansion,industry=Wholesalers: Diversified; sector=Wholesalers; rank=445; category=Wholesalers; validated=accept_verified_careers_page; status=200; reachable careers URL with careers/jobs content signal,company-site
1800,Green Plains,https://careers.gpreinc.com/us/en,North America,3,Validated broad company careers expansion,industry=Energy; sector=Energy; rank=712; category=Energy; validated=accept_verified_careers_page; status=200; reachable careers URL with careers/jobs content signal,company-site
1801,Greenbrier Cos.,https://careers.gbrx.com,North America,3,Validated broad company careers expansion,industry=Transportation Equipment; sector=Transportation; rank=948; category=Transportation; validated=accept_verified_careers_page; status=200; reachable careers URL with careers/jobs content signal,company-site
1802,Greif,https://www.greif.com/careers,North America,3,Validated broad company careers expansion,"industry=Packaging, Containers; sector=Materials; rank=600; category=Materials; validated=accept_verified_careers_page; status=200; reachable careers URL with careers/jobs content signal",company-site
1804,Grove Collaborative,https://job-boards.greenhouse.io/grovecollaborative,North America,3,Validated broad company careers expansion,city=San Francisco; state=CA; category=Technology; validated=accept_direct_ats_or_redirect; status=200; known ATS host/source detected,greenhouse
1805,Guardian Life Ins. Co. of America,https://www.guardianlife.com/careers,North America,3,Validated broad company careers expansion,"industry=Insurance: Life, Health (Mutual); sector=Financials; rank=254; category=Financials; validated=accept_verified_careers_page; status=200; reachable careers URL with careers/jobs content signal",company-site
1806,Guardly,https://guardly.com/careers,Toronto,3,Validated broad company careers expansion,"location=Toronto; employees=11-50; raised=$1,689,300; category=Startup/Private; validated=accept_verified_careers_page; status=200; reachable careers URL with careers/jobs content signal",company-site
1807,Gumroad,https://gumroad.com/careers,North America,3,Validated broad company careers expansion,city=San Francisco; state=CA; category=Technology; validated=accept_verified_careers_page; status=200; reachable careers URL with careers/jobs content signal,company-site
1808,GXO Logistics,https://gxo.com/careers,North America,3,Validated broad company careers expansion,rank=430; employees=97500; category=Large Employers; validated=accept_verified_careers_page; status=200; reachable careers URL with careers/jobs content signal,company-site
1809,Harley-Davidson,https://www.harley-davidson.com/ca/en/about-us/careers.html?source_cd=Vanity_careers,North America,3,Validated broad company careers expansion,industry=Transportation Equipment; sector=Transportation; rank=431; category=Transportation; validated=accept_verified_careers_page; status=200; reachable careers URL with careers/jobs content signal,company-site
1811,Hartford Financial Services Group,https://www.thehartford.com/careers,North America,3,Validated broad company careers expansion,industry=Insurance: Property and Casualty (Stock); sector=Financials; rank=160; category=Financials; validated=accept_verified_careers_page; status=200; reachable careers URL with careers/jobs content signal,company-site
1812,Hawaiian Holdings,https://careers.alaskaair.com,North America,3,Validated broad company careers expansion,industry=Airlines; sector=Transportation; rank=920; category=Transportation; validated=accept_verified_careers_page; status=200; reachable careers URL with careers/jobs content signal,company-site
1815,HD Supply Holdings,https://hdsupply.com/careers,North America,3,Validated broad company careers expansion,industry=Wholesalers: Diversified; sector=Wholesalers; rank=316; category=Wholesalers; validated=accept_verified_careers_page; status=200; reachable careers URL with careers/jobs content signal,company-site
1816,HDS,https://hdsglobal.com/careers,Palo Alto,3,Validated broad company careers expansion,location=Palo Alto; employees=1-10; raised=-; category=Startup/Private; validated=accept_verified_careers_page; status=200; reachable careers URL with careers/jobs content signal,company-site
1818,Healthline,https://www.healthlinemedia.com/company/careers,North America,3,Validated broad company careers expansion,category=Healthcare; type=Private; city=San Francisco; state=CA; category=Healthcare; validated=accept_verified_careers_page; status=200; reachable careers URL with careers/jobs content signal,company-site
1820,Helmerich & Payne,https://www.hpinc.com/careers,North America,3,Validated broad company careers expansion,"industry=Oil and Gas Equipment, Services; sector=Energy; rank=655; category=Energy; validated=accept_verified_careers_page; status=200; reachable careers URL with careers/jobs content signal",company-site
1821,Henry Schein,https://www.henryschein.com/us-en/Corporate/Career/Default.aspx,North America,3,Validated broad company careers expansion,industry=Wholesalers: Health Care; sector=Wholesalers; rank=287; category=Wholesalers; validated=accept_verified_careers_page; status=200; reachable careers URL with careers/jobs content signal,company-site
1822,Hershey,https://careers.thehersheycompany.com,North America,3,Validated broad company careers expansion,rank=388; employees=17805; category=Large Employers; validated=accept_verified_careers_page; status=200; reachable careers URL with careers/jobs content signal,company-site
1823,Hexion,https://www.hexion.com/join-the-team,North America,3,Validated broad company careers expansion,industry=Chemicals; sector=Chemicals; rank=503; category=Chemicals; validated=accept_verified_careers_page; status=200; reachable careers URL with careers/jobs content signal,company-site
1825,HOOKED,https://hooked.co/careers,San Francisco,3,Validated broad company careers expansion,"location=San Francisco; employees=11-50; raised=$15,150,000; category=Startup/Private; validated=accept_verified_careers_page; status=200; reachable careers URL with careers/jobs content signal",company-site
